main_key,dayofweek,origin_period,origin,origin_name,duration,arrival_time,destination,destination_name,load_factor,tomorrow?
BBT-BBT,Thursday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 00:00:00,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,70.0,0 days
BBT-BDRSTTA,Friday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,58.92857142857143,0 days
BBT-BDRSTTA,Friday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,51.5625,0 days
BBT-BDRSTTA,Friday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,61.206896551724135,0 days
BBT-BDRSTTA,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,71.47435897435898,0 days
BBT-BDRSTTA,Monday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,73.21428571428571,0 days
BBT-BDRSTTA,Monday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,77.91666666666667,0 days
BBT-BDRSTTA,Monday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 17:30:00,BDRSTTA,BANDARA SOETTA,62.5,0 days
BBT-BDRSTTA,Saturday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,51.25,0 days
BBT-BDRSTTA,Saturday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,55.357142857142854,0 days
BBT-BDRSTTA,Saturday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,69.23076923076923,0 days
BBT-BDRSTTA,Saturday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 17:30:00,BDRSTTA,BANDARA SOETTA,37.5,0 days
BBT-BDRSTTA,Saturday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 20:30:00,BDRSTTA,BANDARA SOETTA,12.5,0 days
BBT-BDRSTTA,Sunday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,63.92857142857143,0 days
BBT-BDRSTTA,Sunday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 10:30:00,BDRSTTA,BANDARA SOETTA,37.5,0 days
BBT-BDRSTTA,Sunday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,73.4375,0 days
BBT-BDRSTTA,Sunday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 12:30:00,BDRSTTA,BANDARA SOETTA,37.5,0 days
BBT-BDRSTTA,Sunday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,87.16216216216216,0 days
BBT-BDRSTTA,Sunday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 17:30:00,BDRSTTA,BANDARA SOETTA,37.5,0 days
BBT-BDRSTTA,Sunday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 20:30:00,BDRSTTA,BANDARA SOETTA,37.5,0 days
BBT-BDRSTTA,Sunday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 01:30:00,BDRSTTA,BANDARA SOETTA,75.0,1 days
BBT-BDRSTTA,Thursday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,47.5,0 days
BBT-BDRSTTA,Thursday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,55.833333333333336,0 days
BBT-BDRSTTA,Thursday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,53.90625,0 days
BBT-BDRSTTA,Thursday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 17:30:00,BDRSTTA,BANDARA SOETTA,25.0,0 days
BBT-BDRSTTA,Thursday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 20:30:00,BDRSTTA,BANDARA SOETTA,68.75,0 days
BBT-BDRSTTA,Tuesday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,58.62068965517241,0 days
BBT-BDRSTTA,Tuesday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,37.5,0 days
BBT-BDRSTTA,Tuesday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 13:30:00,BDRSTTA,BANDARA SOETTA,25.0,0 days
BBT-BDRSTTA,Tuesday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,64.33823529411765,0 days
BBT-BDRSTTA,Tuesday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 20:30:00,BDRSTTA,BANDARA SOETTA,25.0,0 days
BBT-BDRSTTA,Wednesday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 09:30:00,BDRSTTA,BANDARA SOETTA,52.604166666666664,0 days
BBT-BDRSTTA,Wednesday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 11:30:00,BDRSTTA,BANDARA SOETTA,61.76470588235294,0 days
BBT-BDRSTTA,Wednesday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 14:30:00,BDRSTTA,BANDARA SOETTA,64.01515151515152,0 days
BBT-BDRSTTA,Wednesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 17:30:00,BDRSTTA,BANDARA SOETTA,100.0,0 days
BBT-BDRSTTA,Wednesday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 04:30:00,2023-12-02 20:30:00,BDRSTTA,BANDARA SOETTA,62.5,0 days
BBT-BKSM,Friday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,70.0,0 days
BBT-BKSM,Friday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,60.0,0 days
BBT-BKSM,Friday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,80.0,0 days
BBT-BKSM,Friday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSM,BEKASI MALL,20.0,0 days
BBT-BKSM,Friday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,90.0,0 days
BBT-BKSM,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 07:00:00,BKSM,BEKASI MALL,100.0,0 days
BBT-BKSM,Monday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,100.0,0 days
BBT-BKSM,Monday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,55.0,0 days
BBT-BKSM,Monday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,63.333333333333336,0 days
BBT-BKSM,Monday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,73.33333333333333,0 days
BBT-BKSM,Saturday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,50.0,0 days
BBT-BKSM,Saturday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,95.0,0 days
BBT-BKSM,Saturday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,80.0,0 days
BBT-BKSM,Saturday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,70.0,0 days
BBT-BKSM,Sunday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,85.0,0 days
BBT-BKSM,Sunday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,100.0,0 days
BBT-BKSM,Sunday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,95.0,0 days
BBT-BKSM,Thursday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,60.0,0 days
BBT-BKSM,Thursday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,66.66666666666667,0 days
BBT-BKSM,Thursday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,70.0,0 days
BBT-BKSM,Thursday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,90.0,0 days
BBT-BKSM,Tuesday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,63.333333333333336,0 days
BBT-BKSM,Tuesday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,56.666666666666664,0 days
BBT-BKSM,Tuesday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSM,BEKASI MALL,100.0,0 days
BBT-BKSM,Tuesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,46.666666666666664,0 days
BBT-BKSM,Tuesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,70.0,0 days
BBT-BKSM,Wednesday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSM,BEKASI MALL,56.666666666666664,0 days
BBT-BKSM,Wednesday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSM,BEKASI MALL,66.66666666666667,0 days
BBT-BKSM,Wednesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSM,BEKASI MALL,43.333333333333336,0 days
BBT-BKSM,Wednesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSM,BEKASI MALL,86.66666666666667,0 days
BBT-BKSM,Wednesday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSM,BEKASI MALL,75.0,0 days
BBT-BKSOC,Friday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 09:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,0 days
BBT-BKSOC,Friday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,50.0,0 days
BBT-BKSOC,Friday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSOC,BEKASI BEBEK OCEN,62.5,0 days
BBT-BKSOC,Friday,2023-12-02 12:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 14:00:00,BKSOC,BEKASI BEBEK OCEN,12.5,0 days
BBT-BKSOC,Friday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,57.2972972972973,0 days
BBT-BKSOC,Friday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,30.362740707568296,0 days
BBT-BKSOC,Friday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,55.93434343434343,0 days
BBT-BKSOC,Friday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,70.0,0 days
BBT-BKSOC,Friday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,85.38401253918495,0 days
BBT-BKSOC,Friday,2023-12-02 18:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 20:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,0 days
BBT-BKSOC,Friday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,76.875,0 days
BBT-BKSOC,Friday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,60.833333333333336,0 days
BBT-BKSOC,Friday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSOC,BEKASI BEBEK OCEN,63.333333333333336,0 days
BBT-BKSOC,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 07:00:00,BKSOC,BEKASI BEBEK OCEN,51.81121560431905,0 days
BBT-BKSOC,Monday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,10.0,0 days
BBT-BKSOC,Monday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,53.68421052631579,0 days
BBT-BKSOC,Monday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,60.0,0 days
BBT-BKSOC,Monday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,12.5,0 days
BBT-BKSOC,Saturday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSOC,BEKASI BEBEK OCEN,60.0,0 days
BBT-BKSOC,Saturday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,68.75,0 days
BBT-BKSOC,Saturday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,55.26315789473684,0 days
BBT-BKSOC,Saturday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,0 days
BBT-BKSOC,Saturday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,40.0,0 days
BBT-BKSOC,Saturday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,12.5,0 days
BBT-BKSOC,Sunday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 10:00:00,BKSOC,BEKASI BEBEK OCEN,6.724137931034482,0 days
BBT-BKSOC,Sunday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,25.0,0 days
BBT-BKSOC,Sunday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSOC,BEKASI BEBEK OCEN,43.5,0 days
BBT-BKSOC,Sunday,2023-12-02 12:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 14:00:00,BKSOC,BEKASI BEBEK OCEN,27.06896551724138,0 days
BBT-BKSOC,Sunday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,68.46153846153847,0 days
BBT-BKSOC,Sunday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,0 days
BBT-BKSOC,Sunday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,100.0,0 days
BBT-BKSOC,Sunday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,88.57142857142857,0 days
BBT-BKSOC,Sunday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,90.0,0 days
BBT-BKSOC,Sunday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,73.5632183908046,0 days
BBT-BKSOC,Sunday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSOC,BEKASI BEBEK OCEN,83.0,0 days
BBT-BKSOC,Thursday,2023-12-02 06:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 08:00:00,BKSOC,BEKASI BEBEK OCEN,50.0,0 days
BBT-BKSOC,Thursday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 10:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,0 days
BBT-BKSOC,Thursday,2023-12-02 09:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 11:00:00,BKSOC,BEKASI BEBEK OCEN,20.0,0 days
BBT-BKSOC,Thursday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,0 days
BBT-BKSOC,Thursday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,56.05263157894737,0 days
BBT-BKSOC,Thursday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,83.33333333333333,0 days
BBT-BKSOC,Thursday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,62.5,0 days
BBT-BKSOC,Thursday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,37.5,0 days
BBT-BKSOC,Thursday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,62.916666666666664,0 days
BBT-BKSOC,Tuesday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 09:00:00,BKSOC,BEKASI BEBEK OCEN,30.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,40.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,63.75,0 days
BBT-BKSOC,Tuesday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,75.83333333333333,0 days
BBT-BKSOC,Tuesday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 18:00:00,BKSOC,BEKASI BEBEK OCEN,40.0,0 days
BBT-BKSOC,Tuesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,41.25,0 days
BBT-BKSOC,Tuesday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 23:00:00,BKSOC,BEKASI BEBEK OCEN,80.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 07:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 09:00:00,BKSOC,BEKASI BEBEK OCEN,100.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 12:00:00,BKSOC,BEKASI BEBEK OCEN,51.25,0 days
BBT-BKSOC,Wednesday,2023-12-02 11:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 13:00:00,BKSOC,BEKASI BEBEK OCEN,70.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 13:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 15:00:00,BKSOC,BEKASI BEBEK OCEN,42.16216216216216,0 days
BBT-BKSOC,Wednesday,2023-12-02 14:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 16:00:00,BKSOC,BEKASI BEBEK OCEN,25.586206896551722,0 days
BBT-BKSOC,Wednesday,2023-12-02 15:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 17:00:00,BKSOC,BEKASI BEBEK OCEN,52.916666666666664,0 days
BBT-BKSOC,Wednesday,2023-12-02 17:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 19:00:00,BKSOC,BEKASI BEBEK OCEN,68.75,0 days
BBT-BKSOC,Wednesday,2023-12-02 18:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 20:00:00,BKSOC,BEKASI BEBEK OCEN,100.0,0 days
BBT-BKSOC,Wednesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 21:00:00,BKSOC,BEKASI BEBEK OCEN,62.5,0 days
BBT-BKSOC,Wednesday,2023-12-02 20:00:00,BBT,BANDUNG BUAH BATU,0 days 02:00:00,2023-12-02 22:00:00,BKSOC,BEKASI BEBEK OCEN,82.5,0 days
BBT-CJR,Friday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 11:00:00,CJR,CIANJUR,10.0,0 days
BBT-CJR,Friday,2023-12-02 10:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 13:00:00,CJR,CIANJUR,14.285714285714286,0 days
BBT-CJR,Friday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,75.0,0 days
BBT-CJR,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 08:00:00,CJR,CIANJUR,40.0,0 days
BBT-CJR,Monday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,60.0,0 days
BBT-CJR,Saturday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,45.0,0 days
BBT-CJR,Sunday,2023-12-02 12:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 15:00:00,CJR,CIANJUR,57.142857142857146,0 days
BBT-CJR,Sunday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,64.0,0 days
BBT-CJR,Thursday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,33.333333333333336,0 days
BBT-CJR,Tuesday,2023-12-02 16:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 19:00:00,CJR,CIANJUR,42.85714285714285,0 days
BBT-CJR,Tuesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,50.0,0 days
BBT-CJR,Wednesday,2023-12-02 19:00:00,BBT,BANDUNG BUAH BATU,0 days 03:00:00,2023-12-02 22:00:00,CJR,CIANJUR,13.333333333333334,0 days
BBT-CKR,Friday,2023-12-02 08:00:00,BBT,BANDUNG BUAH BATU,0 days 01:45:00,2023-12-02 09:45:00,CKR,CIKARANG LIPPO RUKO ROXY,100.0,0 days
BBT-CKR,Friday,2023-12-02 18:00:00,BBT,BANDUNG BUAH BATU,0 days 01:45:00,2023-12-02 19:45:00,CKR,CIKARANG LIPPO RUKO ROXY,67.3170731707317,0 days
BBT-CKR,Friday,2023-12-02 21:00:00,BBT,BANDUNG BUAH BATU,0 days 01:45:00,2023-12-02 22:45:00,CKR,CIKARANG LIPPO RUKO ROXY,34.054054054054056,0 days
BBT-CKR,Monday,2023-12-02 05:00:00,BBT,BANDUNG BUAH BATU,0 days 01:45:00,2023-12-02 06:45:00,CKR,CIKARANG LIPPO RUKO ROXY,42.95454545454545,0 days
