main_key,dayofweek,origin_period,origin,origin_name,duration,arrival_time,destination,destination_name,load_factor,minimal_n_departures,maximal_load_factor,Rata-Rata penumpang,tomorrow?
BDRSTTA-PST,Friday,2023-12-02 14:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 18:00:00,PST,BANDUNG PASTEUR SQUARE,100.0,1.0,100.0,8.0,0 days
BDRSTTA-PST,Friday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,76.04166666666667,1.0,76.04166666666667,6.0,1 days
BDRSTTA-PST,Monday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,46.59090909090909,1.0,46.59090909090909,4.0,1 days
BDRSTTA-PST,Saturday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,73.21428571428571,1.0,73.21428571428571,6.0,1 days
BDRSTTA-PST,Sunday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,71.32352941176471,1.0,71.32352941176471,6.0,1 days
BDRSTTA-PST,Thursday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,73.75,1.0,73.75,6.0,1 days
BDRSTTA-PST,Tuesday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 17:00:00,PST,BANDUNG PASTEUR SQUARE,68.75,1.0,68.75,6.0,0 days
BDRSTTA-PST,Tuesday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,70.1923076923077,1.0,70.1923076923077,6.0,1 days
BDRSTTA-PST,Wednesday,2023-12-02 08:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 12:00:00,PST,BANDUNG PASTEUR SQUARE,37.5,1.0,37.5,3.0,0 days
BDRSTTA-PST,Wednesday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 21:00:00,PST,BANDUNG PASTEUR SQUARE,87.5,1.0,87.5,7.0,0 days
BDRSTTA-PST,Wednesday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:00:00,2023-12-02 00:00:00,PST,BANDUNG PASTEUR SQUARE,83.33333333333333,1.0,83.33333333333333,7.0,1 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,40.625,1.0,40.625,3.0,0 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,47.61904761904762,1.0,47.61904761904762,4.0,0 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,50.642857142857146,1.0,50.642857142857146,4.0,0 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,56.666666666666664,1.0,56.666666666666664,5.0,0 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,85.15625,1.0,85.15625,7.0,1 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,81.13636363636364,1.0,81.13636363636364,7.0,1 days
BDRSTTA-SHTCPRNG,Friday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,63.125,1.0,63.125,5.0,1 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 15:00:00,SHTCPRNG,KUNINGAN - CIPORANG,18.75,1.0,18.75,2.0,0 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,37.5,1.0,37.5,3.0,0 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,51.5625,1.0,51.5625,4.0,0 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,46.76829268292683,1.0,46.76829268292683,4.0,0 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,53.125,1.0,53.125,4.0,0 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,50.78125,1.0,50.78125,4.0,1 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,38.541666666666664,1.0,38.541666666666664,3.0,1 days
BDRSTTA-SHTCPRNG,Monday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,27.884615384615383,1.0,27.884615384615383,2.0,1 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 15:00:00,SHTCPRNG,KUNINGAN - CIPORANG,48.75,1.0,48.75,4.0,0 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,41.666666666666664,1.0,41.666666666666664,3.0,0 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,60.526315789473685,1.0,60.526315789473685,5.0,0 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,57.41935483870968,1.0,57.41935483870968,5.0,0 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,54.166666666666664,1.0,54.166666666666664,4.0,0 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 18:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 00:00:00,SHTCPRNG,KUNINGAN - CIPORANG,100.0,1.0,100.0,7.0,1 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,58.333333333333336,1.0,58.333333333333336,5.0,1 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,44.31818181818182,1.0,44.31818181818182,4.0,1 days
BDRSTTA-SHTCPRNG,Saturday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,36.71052631578947,1.0,36.71052631578947,3.0,1 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 15:00:00,SHTCPRNG,KUNINGAN - CIPORANG,25.0,1.0,25.0,2.0,0 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,54.166666666666664,1.0,54.166666666666664,4.0,0 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,49.375,1.0,49.375,4.0,0 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,50.67567567567568,1.0,50.67567567567568,4.0,0 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,47.15909090909091,1.0,47.15909090909091,4.0,0 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,40.44117647058823,1.0,40.44117647058823,3.0,1 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,39.642857142857146,1.0,39.642857142857146,3.0,1 days
BDRSTTA-SHTCPRNG,Sunday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,42.1875,1.0,42.1875,3.0,1 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 15:00:00,SHTCPRNG,KUNINGAN - CIPORANG,25.0,1.0,25.0,2.0,0 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,60.714285714285715,1.0,60.714285714285715,5.0,0 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,50.625,1.0,50.625,4.0,0 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,44.642857142857146,1.0,44.642857142857146,4.0,0 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,50.0,1.0,50.0,4.0,0 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,47.794117647058826,1.0,47.794117647058826,4.0,1 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,56.94444444444444,1.0,56.94444444444444,5.0,1 days
BDRSTTA-SHTCPRNG,Thursday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,36.25,1.0,36.25,3.0,1 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 15:00:00,SHTCPRNG,KUNINGAN - CIPORANG,25.0,1.0,25.0,2.0,0 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,32.5,1.0,32.5,3.0,0 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,40.833333333333336,1.0,40.833333333333336,3.0,0 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,50.85526315789474,1.0,50.85526315789474,4.0,0 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,45.833333333333336,1.0,45.833333333333336,4.0,0 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,45.588235294117645,1.0,45.588235294117645,4.0,1 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,45.15625,1.0,45.15625,4.0,1 days
BDRSTTA-SHTCPRNG,Tuesday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,42.857142857142854,1.0,42.857142857142854,3.0,1 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 15:00:00,SHTCPRNG,KUNINGAN - CIPORANG,41.875,1.0,41.875,4.0,0 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 17:00:00,SHTCPRNG,KUNINGAN - CIPORANG,45.833333333333336,1.0,45.833333333333336,4.0,0 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 19:00:00,SHTCPRNG,KUNINGAN - CIPORANG,66.91176470588235,1.0,66.91176470588235,5.0,0 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 21:00:00,SHTCPRNG,KUNINGAN - CIPORANG,52.22222222222222,1.0,52.22222222222222,4.0,0 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 23:00:00,SHTCPRNG,KUNINGAN - CIPORANG,47.916666666666664,1.0,47.916666666666664,4.0,0 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 02:00:00,SHTCPRNG,KUNINGAN - CIPORANG,58.92857142857143,1.0,58.92857142857143,5.0,1 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 03:00:00,SHTCPRNG,KUNINGAN - CIPORANG,36.34615384615385,1.0,36.34615384615385,3.0,1 days
BDRSTTA-SHTCPRNG,Wednesday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 06:00:00,2023-12-02 04:00:00,SHTCPRNG,KUNINGAN - CIPORANG,44.73684210526316,1.0,44.73684210526316,4.0,1 days
BDRSTTA-SHTDU,Friday,2023-12-02 00:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 04:30:00,SHTDU,BANDUNG DIPATI UKUR,12.5,1.0,12.5,1.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 08:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 12:30:00,SHTDU,BANDUNG DIPATI UKUR,43.145161290322584,1.0,43.145161290322584,3.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 13:30:00,SHTDU,BANDUNG DIPATI UKUR,63.14102564102564,1.0,63.14102564102564,5.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 10:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 14:30:00,SHTDU,BANDUNG DIPATI UKUR,72.43589743589743,1.0,72.43589743589743,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 15:30:00,SHTDU,BANDUNG DIPATI UKUR,75.51020408163265,1.0,75.51020408163265,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 12:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 16:30:00,SHTDU,BANDUNG DIPATI UKUR,72.44318181818181,1.0,72.44318181818181,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 17:30:00,SHTDU,BANDUNG DIPATI UKUR,70.23809523809524,1.0,70.23809523809524,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 14:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 18:30:00,SHTDU,BANDUNG DIPATI UKUR,71.35416666666667,1.0,71.35416666666667,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 19:30:00,SHTDU,BANDUNG DIPATI UKUR,71.09375,1.0,71.09375,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 16:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 20:30:00,SHTDU,BANDUNG DIPATI UKUR,84.72222222222223,1.0,84.72222222222223,7.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 21:30:00,SHTDU,BANDUNG DIPATI UKUR,84.95370370370371,1.0,84.95370370370371,7.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 18:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 22:30:00,SHTDU,BANDUNG DIPATI UKUR,86.19791666666667,1.0,86.19791666666667,7.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 19:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 23:30:00,SHTDU,BANDUNG DIPATI UKUR,79.6195652173913,1.0,79.6195652173913,6.0,0 days
BDRSTTA-SHTDU,Friday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 00:30:00,SHTDU,BANDUNG DIPATI UKUR,70.56451612903226,1.0,70.56451612903226,6.0,1 days
BDRSTTA-SHTDU,Friday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 01:30:00,SHTDU,BANDUNG DIPATI UKUR,55.68181818181818,1.0,55.68181818181818,4.0,1 days
BDRSTTA-SHTDU,Friday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 02:30:00,SHTDU,BANDUNG DIPATI UKUR,50.0,1.0,50.0,4.0,1 days
BDRSTTA-SHTDU,Friday,2023-12-02 23:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 03:30:00,SHTDU,BANDUNG DIPATI UKUR,33.05555555555556,1.0,33.05555555555556,3.0,1 days
BDRSTTA-SHTDU,Monday,2023-12-02 00:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 04:30:00,SHTDU,BANDUNG DIPATI UKUR,37.5,1.0,37.5,3.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 08:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 12:30:00,SHTDU,BANDUNG DIPATI UKUR,38.28125,1.0,38.28125,3.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 13:30:00,SHTDU,BANDUNG DIPATI UKUR,46.875,1.0,46.875,4.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 10:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 14:30:00,SHTDU,BANDUNG DIPATI UKUR,62.5,1.0,62.5,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 15:30:00,SHTDU,BANDUNG DIPATI UKUR,69.38775510204081,1.0,69.38775510204081,6.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 12:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 16:30:00,SHTDU,BANDUNG DIPATI UKUR,67.26190476190476,1.0,67.26190476190476,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 17:30:00,SHTDU,BANDUNG DIPATI UKUR,64.44444444444444,1.0,64.44444444444444,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 14:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 18:30:00,SHTDU,BANDUNG DIPATI UKUR,64.62765957446808,1.0,64.62765957446808,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 19:30:00,SHTDU,BANDUNG DIPATI UKUR,62.78409090909091,1.0,62.78409090909091,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 16:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 20:30:00,SHTDU,BANDUNG DIPATI UKUR,76.08695652173913,1.0,76.08695652173913,6.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 21:30:00,SHTDU,BANDUNG DIPATI UKUR,76.47058823529412,1.0,76.47058823529412,6.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 18:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 22:30:00,SHTDU,BANDUNG DIPATI UKUR,66.58163265306122,1.0,66.58163265306122,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 19:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 23:30:00,SHTDU,BANDUNG DIPATI UKUR,59.883720930232556,1.0,59.883720930232556,5.0,0 days
BDRSTTA-SHTDU,Monday,2023-12-02 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 00:30:00,SHTDU,BANDUNG DIPATI UKUR,51.10294117647059,1.0,51.10294117647059,4.0,1 days
BDRSTTA-SHTDU,Monday,2023-12-02 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 01:30:00,SHTDU,BANDUNG DIPATI UKUR,43.895348837209305,1.0,43.895348837209305,4.0,1 days
BDRSTTA-SHTDU,Monday,2023-12-02 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 02:30:00,SHTDU,BANDUNG DIPATI UKUR,28.804347826086957,1.0,28.804347826086957,2.0,1 days
BDRSTTA-SHTDU,Monday,2023-12-02 23:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 03:30:00,SHTDU,BANDUNG DIPATI UKUR,31.402439024390244,1.0,31.402439024390244,3.0,1 days
BDRSTTA-SHTDU,Saturday,2023-12-02 07:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 11:30:00,SHTDU,BANDUNG DIPATI UKUR,50.0,1.0,50.0,4.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 08:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 12:30:00,SHTDU,BANDUNG DIPATI UKUR,50.75757575757576,1.0,50.75757575757576,4.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 13:30:00,SHTDU,BANDUNG DIPATI UKUR,65.78947368421052,1.0,65.78947368421052,5.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 10:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 14:30:00,SHTDU,BANDUNG DIPATI UKUR,68.42105263157895,1.0,68.42105263157895,5.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 15:30:00,SHTDU,BANDUNG DIPATI UKUR,74.18478260869566,1.0,74.18478260869566,6.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 12:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 16:30:00,SHTDU,BANDUNG DIPATI UKUR,63.48684210526316,1.0,63.48684210526316,5.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 17:30:00,SHTDU,BANDUNG DIPATI UKUR,62.171052631578945,1.0,62.171052631578945,5.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 14:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 18:30:00,SHTDU,BANDUNG DIPATI UKUR,68.75,1.0,68.75,6.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 19:30:00,SHTDU,BANDUNG DIPATI UKUR,59.02777777777778,1.0,59.02777777777778,5.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 16:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 20:30:00,SHTDU,BANDUNG DIPATI UKUR,73.125,1.0,73.125,6.0,0 days
BDRSTTA-SHTDU,Saturday,2023-12-02 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-12-02 21:30:00,SHTDU,BANDUNG DIPATI UKUR,74.16666666666667,1.0,74.16666666666667,6.0,0 days
